medal,beer_name,brewery,city,state,category,year,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
Silver,Gordon Biersch Eisbock,Gordon Biersch Brewery Restaurants,Chattanooga,TN,German-Style Doppelbock or Eisbock,2010,35.017818,-85.206426,1,place,,,,,Chattanooga,TN,Hamilton County,37401,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Dominator Dopplebock,Sun King Brewing Co.,Indianapolis,IN,German-Style Doppelbock or Eisbock,2010,39.775092,-86.13216,1,place,,,,,Indianapolis,IN,Marion County,46201,US,TIGER/Line® dataset from the US Census Bureau
Gold,Saint Arnold Fancy Lawnmower Beer,Saint Arnold Brewing Co.,Houston,TX,German-Style KC3==B6lsch,2010,29.813142,-95.309789,1,place,,,,,Houston,TX,Harris County,77001,US,TIGER/Line® dataset from the US Census Bureau
Silver,Colorado Kolsch,Steamworks Brewing Co.,Durango,CO,German-Style K=C3=B6lsch,2010,37.318364,-107.880367,1,place,,,,,Durango,CO,La Plata County,81301,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Kolsch 151,Blue Mountain Brewery,Afton,VA,German-Style KC3==B6lsch,2010,37.972758,-78.82231,1,place,,,,,Afton,VA,Nelson County,22920,US,TIGER/Line® dataset from the US Census Bureau
Silver,Oh! Fest!,Morgan Territory Brewing,Antioch,CA,German-Style MC3=A4rzen,2010,37.996501,-121.812301,1,place,,,,,Antioch,CA,Contra Costa County,94509,US,TIGER/Line® dataset from the US Census Bureau
Gold,Trumer Pils,Trumer Brauerei Berkeley,San Antonio,TX,German-Style Pilsener,2010,29.468413,-98.528889,1,place,,,,,San Antonio,TX,Bexar County,78201,US,TIGER/Line® dataset from the US Census Bureau
Silver,German Pilsner,AC Golden Brewing Co.,Golden,CO,German-Style Pilsener,2010,39.718539,-105.245659,1,place,,,,,Golden,CO,Jefferson County,80401,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Chuckanut Pilsner,Chuckanut Brewery,Bellingham,WA,German-Style Pilsener,2010,48.754092,-122.508129,1,place,,,,,Bellingham,WA,Whatcom County,98225,US,TIGER/Line® dataset from the US Census Bureau
Gold,Redrock Black Bier,Redrock Brewing Co.,Salt Lake City,UT,German-Style Schwarzbier,2010,40.756095,-111.900719,1,place,,,,,Salt Lake City,UT,Salt Lake County,84101,US,TIGER/Line® dataset from the US Census Bureau
Silver,Annie Schwarz,Haverhill Brewery,Haverhill,MA,German-Style Schwarzbier,2010,42.792639,-71.072501,1,place,,,,,Haverhill,MA,Essex County,1830,US,TIGER/Line® dataset from the US Census Bureau
Gold,Berliner Weisse,Snake River Brewing Co.,Jackson,WY,German-Style Sour Ale,2010,43.452793,-110.739266,1,place,,,,,Jackson,WY,Teton County,83001,US,TIGER/Line® dataset from the US Census Bureau
Silver,Tiny Bubbles,Hollister Brewing Co.,Goleta,CA,German-Style Sour Ale,2010,34.262834,-119.848555,1,place,,,,,Goleta,CA,Santa Barbara County,93116,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Beer Gone Good,Terrapin Beer Co.,Athens,GA,German-Style Sour Ale,2010,33.992902,-83.353697,1,place,,,,,Athens,GA,Clarke County,30601,US,TIGER/Line® dataset from the US Census Bureau
Gold,Hefelightzen,BJ's Restaurant & Brewery,Huntington Beach,CA,German-Style Wheat Ale,2010,33.640302,-117.769442,1,place,,,,,Huntington Beach,CA,Orange County,92605,US,TIGER/Line® dataset from the US Census Bureau
Silver,Wowzenbock,Deschutes Brewery,Bend,OR,German-Style Wheat Ale,2010,44.082037,-121.227125,1,place,,,,,Bend,OR,Deschutes County,97701,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Capital Weizen Doppelbock,Capital Brewery Co. Inc,Middleton,WI,German-Style Wheat Ale,2010,43.114772,-89.529153,1,place,,,,,Middleton,WI,Dane County,53562,US,TIGER/Line® dataset from the US Census Bureau
Gold,Celia Pale Ale,Alchemist (The),Waterbury,VT,Gluten Free Beer,2010,44.259518,-72.585018,1,place,,,,,Waterbury,VT,Washington County,5671,US,TIGER/Line® dataset from the US Census Bureau
Silver,Gluten Free,Deschutes Brewery,Bend,OR,Gluten Free Beer,2010,44.082037,-121.227125,1,place,,,,,Bend,OR,Deschutes County,97701,US,TIGER/Line® dataset from the US Census Bureau
Gold,Kiwanda Cream Ale,Pelican Pub & Brewery,Pacific City,OR,Golden or Blonde Ale,2010,45.204976,-123.95897,1,place,,,,,Pacific City,OR,Tillamook County,97135,US,TIGER/Line® dataset from the US Census Bureau
Silver,Steelhead Extra Pale Ale,Mad River Brewing Co.,Blue Lake,CA,Golden or Blonde Ale,2010,40.961876,-123.88501,1,place,,,,,Blue Lake,CA,Humboldt County,95525,US,TIGER/Line® dataset from the US Census Bureau
Silver,Stone Smoked Porter with Chipotle,Stone Brewing Co.,Escondido,CA,Herb and Spice or Chocolate Beer,2010,33.102005,-117.08042,1,place,,,,,Escondido,CA,San Diego County,92025,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Super Chili Pepper Madness,Mad River Brewing Co.,Blue Lake,CA,Herb and Spice or Chocolate Beer,2010,40.961876,-123.88501,1,place,,,,,Blue Lake,CA,Humboldt County,95525,US,TIGER/Line® dataset from the US Census Bureau
Gold,Lumberyard Imperial Red,Lumberyard Brewing Co.,Flagstaff,AZ,Imperial Red Ale,2010,35.287661,-111.639303,1,place,,,,,Flagstaff,AZ,Coconino County,86001,US,TIGER/Line® dataset from the US Census Bureau
Silver,Red Eye PA,Brew Kettle Production Works (The),Strongsville,OH,Imperial Red Ale,2010,41.313268,-81.831656,1,place,,,,,Strongsville,OH,Cuyahoga County,44136,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Deranger,Laurelwood Brewing Co.,Portland,OR,Imperial Red Ale,2010,45.507856,-122.690794,1,place,,,,,Portland,OR,Multnomah County,97201,US,TIGER/Line® dataset from the US Census Bureau
Gold,Russian Imperial Stout,Iron Hill Brewery & Restaurant,Wilmington,DE,Imperial Stout,2010,39.727113,-75.547844,1,place,,,,,Wilmington,DE,New Castle County,19801,US,TIGER/Line® dataset from the US Census Bureau
Silver,Night Rider Imperial Stout,Pizza Port - Carlsbad,Carlsbad,CA,Imperial Stout,2010,33.144219,-117.319439,1,place,,,,,Carlsbad,CA,San Diego County,92008,US,TIGER/Line® dataset from the US Census Bureau
Gold,Red Trolley Ale,Karl Strauss Brewing Co.,San Diego,CA,Irish-Style Red Ale,2010,32.724103,-117.170912,1,place,,,,,San Diego,CA,San Diego County,92101,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Ragtop Red,Rock Bottom Breweries,Louisville,CO,Irish-Style Red Ale,2010,39.950948,-105.159078,1,place,,,,,Louisville,CO,Boulder County,80027,US,TIGER/Line® dataset from the US Census Bureau
Gold,Kolsch,Hale's Ales Brewery &amp; Pub,Seattle,WA,Kellerbier/Zwickelbier,2010,47.432251,-121.803388,1,place,,,,,Seattle,WA,King County,98060,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Summer Teeth,Columbus Brewing Co.,Columbus,OH,Kellerbier/Zwickelbier,2010,40.100924,-83.013402,1,place,,,,,Columbus,OH,Franklin County,43085,US,TIGER/Line® dataset from the US Census Bureau
Gold,What in the Helles?,Steamworks Brewing Co.,Durango,CO,Munich-Style Helles,2010,37.318364,-107.880367,1,place,,,,,Durango,CO,La Plata County,81301,US,TIGER/Line® dataset from the US Census Bureau
Silver,Longboard Island Lager,Kona Brewing Co.,Kailua-Kona,HI,Munich-Style Helles,2010,19.75682,-155.919968,1,place,,,,,Kailua Kona,HI,Hawaii County,96740,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Cowboy Lager,Covey Restaurant & Brewery (The),Fort Worth,TX,Munich-Style Helles,2010,32.771419,-97.291484,1,place,,,,,Fort Worth,TX,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
Silver,Naked Oatmeal Stout,Rock Bottom Breweries,Louisville,CO,Oatmeal Stout,2010,39.950948,-105.159078,1,place,,,,,Louisville,CO,Boulder County,80027,US,TIGER/Line® dataset from the US Census Bureau
Bronze,825 State Stout,Epic Brewing Co. LLC,Salt Lake City,UT,Oatmeal Stout,2010,40.756095,-111.900719,1,place,,,,,Salt Lake City,UT,Salt Lake County,84101,US,TIGER/Line® dataset from the US Census Bureau
Gold,Fourth Dementia Olde Ale,Kuhnhenn Brewing Co.,Warren,MI,Old Ale or Strong Ale,2010,42.474786,-82.995121,1,place,,,,,Warren,MI,Macomb County,48089,US,TIGER/Line® dataset from the US Census Bureau
Silver,Curmudgeon,Founders Brewing Co.,Grand Rapids,MI,Old Ale or Strong Ale,2010,42.984226,-85.629101,1,place,,,,,Grand Rapids,MI,Kent County,49501,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Outback X,Bend Brewing Co.,Bend,OR,Old Ale or Strong Ale,2010,44.082037,-121.227125,1,place,,,,,Bend,OR,Deschutes County,97701,US,TIGER/Line® dataset from the US Census Bureau
Gold,Rio Blanco Pale Ale,Real Ale Brewing Co.,Blanco,TX,Ordinary or Special Bitter,2010,30.137027,-98.419985,1,place,,,,,Blanco,TX,Blanco County,78606,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Drop Top,Widmer Brothers Brewing Co.,Portland,OR,Ordinary or Special Bitter,2010,45.507856,-122.690794,1,place,,,,,Portland,OR,Multnomah County,97201,US,TIGER/Line® dataset from the US Census Bureau
Gold,Sierra 30 Jack and Ken's Ale,Sierra Nevada Brewing Co.,Chico,CA,Other Strong Beer,2010,39.746159,-121.840083,1,place,,,,,Chico,CA,Butte County,95926,US,TIGER/Line® dataset from the US Census Bureau
Silver,Panzer Pilsner,Port Brewing Co.,San Marcos,CA,Other Strong Beer,2010,33.170778,-117.158674,1,place,,,,,San Marcos,CA,San Diego County,92069,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Imperial Oatmeal Stout,Boundary Bay Brewery,Bellingham,WA,Other Strong Beer,2010,48.754092,-122.508129,1,place,,,,,Bellingham,WA,Whatcom County,98225,US,TIGER/Line® dataset from the US Census Bureau
Gold,Fathom IPL,Ballast Point Brewing Co.,San Diego,CA,Out of Category E2=80=93 Traditionally Brewed B=eer,2010,32.724103,-117.170912,1,place,,,,,San Diego,CA,San Diego County,92101,US,TIGER/Line® dataset from the US Census Bureau
Silver,MC3=B6tley Br==C3=BCe RyePA,Four Peaks Brewing Co.,Tempe,AZ,Out of Category =E2=80=93 Traditionally Brewed Beer,2010,33.401395,-111.931298,1,place,,,,,Tempe,AZ,Maricopa County,85280,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Hot Rocks Lager,Port Brewing Co.,San Marcos,CA,Out of Category E2=80=93 Traditionally Brewed Beer<=/,2010,33.170778,-117.158674,1,place,,,,,San Marcos,CA,San Diego County,92069,US,TIGER/Line® dataset from the US Census Bureau
Gold,Red Velvet,Eagle Rock Brewery,Los Angeles,CA,Pro-Am Competition,2010,33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Silver,Ryed Hard & Put Away Wet,Rockyard Brewing Co.,Castle Rock,CO,Pro-Am Competition,2010,39.374779,-104.849988,1,place,,,,,Castle Rock,CO,Douglas County,80104,US,TIGER/Line® dataset from the US Census Bureau
Gold,Red Velvet,Eagle Rock Brewery,Los Angeles,CA,Proam,2010,33.973951,-118.248405,1,place,,,,,Los Angeles,CA,Los Angeles County,90001,US,TIGER/Line® dataset from the US Census Bureau
Silver,Ryed Hard & Put Away Wet,Rockyard Brewing Co.,Castle Rock,CO,Proam,2010,39.374779,-104.849988,1,place,,,,,Castle Rock,CO,Douglas County,80104,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Robust Porter,Wormtown Brewing Co.,Worcester,MA,Proam,2010,42.265275,-71.879415,1,place,,,,,Worcester,MA,Worcester County,1601,US,TIGER/Line® dataset from the US Census Bureau
Gold,Pig Iron Porter,Iron Hill Brewery & Restaurant,Wilmington,DE,Robust Porter,2010,39.727113,-75.547844,1,place,,,,,Wilmington,DE,New Castle County,19801,US,TIGER/Line® dataset from the US Census Bureau
Silver,Moonlight Porter,Rock Bottom Breweries,Louisville,CO,Robust Porter,2010,39.950948,-105.159078,1,place,,,,,Louisville,CO,Boulder County,80027,US,TIGER/Line® dataset from the US Census Bureau
Gold,BMB Rye IPA,Black Market Brewing Co.,Temecula,CA,Rye Beer,2010,33.752886,-116.055617,1,place,,,,,Temecula,CA,Riverside County,92589,US,TIGER/Line® dataset from the US Census Bureau
Silver,Portsmouth Brewery Rye Not,Portsmouth Brewery,Portsmouth,NH,Rye Beer,2010,43.005895,-71.013202,1,place,,,,,Portsmouth,NH,Rockingham County,210,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Roggenbier,Bear Republic Brewing Co.,Healdsburg,CA,Rye Beer,2010,38.61047,-122.86916,1,place,,,,,Healdsburg,CA,Sonoma County,95448,US,TIGER/Line® dataset from the US Census Bureau
Gold,Reed's Wee Heavy,Pizza Port - Carlsbad,Carlsbad,CA,Scotch Ale,2010,33.144219,-117.319439,1,place,,,,,Carlsbad,CA,San Diego County,92008,US,TIGER/Line® dataset from the US Census Bureau
Gold,Highland Courage,Rock Bottom Breweries,Louisville,CO,Scottish-Style Ale,2010,39.950948,-105.159078,1,place,,,,,Louisville,CO,Boulder County,80027,US,TIGER/Line® dataset from the US Census Bureau
Silver,Saint Arnold Oktoberfest,Saint Arnold Brewing Co.,Houston,TX,Scottish-Style Ale,2010,29.813142,-95.309789,1,place,,,,,Houston,TX,Harris County,77001,US,TIGER/Line® dataset from the US Census Bureau
Gold,Squatters Wit,Utah Brewers Cooperative,Salt Lake City,UT,Session Beer,2010,40.756095,-111.900719,1,place,,,,,Salt Lake City,UT,Salt Lake County,84101,US,TIGER/Line® dataset from the US Census Bureau
Silver,Endurance IPA Jr.,Founders Brewing Co.,Grand Rapids,MI,Session Beer,2010,42.984226,-85.629101,1,place,,,,,Grand Rapids,MI,Kent County,49501,US,TIGER/Line® dataset from the US Census Bureau
Gold,Alaskan Smoked Porter 2009,Alaskan Brewing Co.,Juneau,AK,Smoked Beer,2010,58.373561,-134.523946,1,place,,,,,Juneau,AK,Juneau City and Borough,99801,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Gordon Biersch Rauchbier,Gordon Biersch Brewery Restaurants,Chattanooga,TN,Smoked Beer,2010,35.017818,-85.206426,1,place,,,,,Chattanooga,TN,Hamilton County,37401,US,TIGER/Line® dataset from the US Census Bureau
Gold,Stoudts Heifer In Wheat,Stoudt's Brewing Co.,Adamstown,PA,South German-Style Hefeweizen,2010,40.242327,-76.057696,1,place,,,,,Adamstown,PA,Lancaster County,19501,US,TIGER/Line® dataset from the US Census Bureau
Silver,Coconut Porter,Pagosa Brewing Co.,Pagosa Springs,CO,Specialty Beer,2010,37.202251,-107.12619,1,place,,,,,Pagosa Springs,CO,Archuleta County,81147,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Hazelnut Brown Nectar,Rogue Ales,Newport,OR,Specialty Beer,2010,44.63678,-124.05345,1,place,,,,,Newport,OR,Lincoln County,97365,US,TIGER/Line® dataset from the US Census Bureau
